user_id,action,resource,ip_address,success,timestamp,session_id
user_0000,share,api/keys,192.168.2.200,True,2026-08-24 11:21:37.651726,session_6895
user_0000,share,dashboard,172.16.0.10,True,2026-08-24 10:20:37.651726,session_6600
user_0000,update,dashboard,192.168.1.100,True,2026-08-02 11:03:37.651726,session_3205
user_0000,update,email,192.168.2.200,True,2026-08-26 13:05:37.651726,session_1301
user_0000,read,settings,192.168.2.200,True,2026-08-18 11:59:37.651726,session_7102
user_0000,read,storage,192.168.1.101,True,2026-07-29 11:17:37.651726,session_3733
user_0000,share,team,192.168.1.101,True,2026-08-21 10:31:37.651726,session_2409
user_0000,read,email,10.0.0.50,True,2026-08-23 09:39:37.651726,session_8206
user_0000,update,profile,192.168.1.100,True,2026-08-26 15:25:37.651726,session_7971
user_0000,list,settings,192.168.1.100,True,2026-08-23 15:56:37.651726,session_9173
user_0000,list,profile,192.168.1.101,True,2026-08-13 11:22:37.651726,session_1853
user_0000,share,api/keys,192.168.1.101,True,2026-08-16 17:57:37.651726,session_5777
user_0000,list,reports,192.168.1.100,True,2026-08-03 14:42:37.651726,session_6691
user_0000,list,api/keys,192.168.2.200,True,2026-08-09 13:38:37.651726,session_5142
user_0000,list,profile,172.16.0.10,True,2026-07-31 15:39:37.651726,session_5752
user_0000,write,team,192.168.1.101,False,2026-08-21 11:27:37.651726,session_9308
user_0000,list,reports,192.168.1.100,True,2026-08-27 15:08:37.651726,session_1512
user_0000,share,api/keys,192.168.1.100,True,2026-08-12 10:31:37.651726,session_4343
user_0000,share,team,10.0.0.50,True,2026-08-26 15:04:37.651726,session_2679
user_0000,read,reports,192.168.1.100,True,2026-08-16 13:21:37.651726,session_7617
user_0000,list,dashboard,192.168.2.200,True,2026-08-13 13:38:37.651726,session_7665
user_0000,write,settings,192.168.1.101,True,2026-08-19 13:35:37.651726,session_3489
user_0000,export,settings,192.168.1.101,False,2026-07-29 16:04:37.651726,session_7303
user_0000,list,profile,10.0.0.50,True,2026-08-24 12:23:37.651726,session_5000
user_0000,export,documents,192.168.1.100,True,2026-08-26 11:42:37.651726,session_4913
user_0000,write,documents,192.168.1.100,True,2026-08-08 10:50:37.651726,session_7748
user_0000,read,team,172.16.0.10,True,2026-08-23 10:50:37.651726,session_6745
user_0000,read,reports,192.168.2.200,True,2026-08-10 16:35:37.651726,session_6988
user_0000,read,documents,172.16.0.10,True,2026-08-06 16:34:37.651726,session_3143
user_0000,export,dashboard,192.168.2.200,True,2026-08-21 15:31:37.651726,session_3914
user_0000,share,settings,192.168.1.100,True,2026-08-06 09:48:37.651726,session_1698
user_0000,list,email,10.0.0.50,True,2026-08-16 09:35:37.651726,session_3502
user_0000,write,reports,192.168.2.200,True,2026-08-25 12:18:37.651726,session_8192
user_0000,export,team,192.168.1.100,True,2026-08-17 13:35:37.651726,session_8860
user_0000,write,reports,10.0.0.50,True,2026-08-07 15:13:37.651726,session_5330
user_0000,list,email,192.168.1.101,True,2026-08-08 10:46:37.651726,session_8056
user_0000,share,calendar,192.168.1.101,True,2026-08-26 14:06:37.651726,session_7938
user_0000,export,reports,10.0.0.50,True,2026-08-23 10:04:37.651726,session_2365
user_0000,read,settings,172.16.0.10,True,2026-08-17 09:06:37.651726,session_4486
user_0000,update,storage,192.168.1.101,True,2026-08-16 14:38:37.651726,session_5268
user_0000,share,storage,172.16.0.10,True,2026-08-10 10:27:37.651726,session_4072
user_0000,read,email,192.168.1.100,True,2026-07-31 17:59:37.651726,session_1133
user_0000,share,reports,10.0.0.50,True,2026-08-23 13:15:37.651726,session_7190
user_0000,read,reports,10.0.0.50,True,2026-08-06 09:13:37.651726,session_9120
user_0000,list,calendar,172.16.0.10,True,2026-08-08 16:37:37.651726,session_7819
user_0000,list,profile,172.16.0.10,True,2026-08-23 16:57:37.651726,session_5835
user_0000,read,dashboard,192.168.2.200,True,2026-08-24 14:16:37.651726,session_3779
user_0000,write,documents,192.168.2.200,True,2026-08-13 11:05:37.651726,session_1009
user_0000,export,reports,192.168.1.100,True,2026-08-21 10:58:37.651726,session_3193
user_0000,export,storage,192.168.1.100,True,2026-08-12 09:10:37.651726,session_7938
user_0000,read,documents,192.168.1.100,False,2026-08-14 09:33:37.651726,session_3000
user_0000,update,reports,192.168.2.200,True,2026-08-02 13:37:37.651726,session_5809
user_0000,export,email,192.168.1.100,True,2026-08-07 11:16:37.651726,session_1716
user_0000,write,calendar,192.168.1.101,True,2026-08-01 09:48:37.651726,session_1770
user_0000,read,api/keys,172.16.0.10,True,2026-08-24 10:11:37.651726,session_8901
user_0000,export,reports,192.168.1.101,True,2026-08-24 17:16:37.651726,session_7881
user_0000,write,documents,192.168.1.101,True,2026-08-03 10:33:37.651726,session_5261
user_0000,list,team,192.168.1.101,True,2026-07-29 16:14:37.651726,session_3180
user_0000,read,storage,192.168.1.100,True,2026-08-26 12:09:37.651726,session_5164
user_0000,write,documents,192.168.1.100,True,2026-07-30 14:52:37.651726,session_7238
user_0000,list,calendar,172.16.0.10,True,2026-08-08 14:15:37.651726,session_2887
user_0000,update,documents,192.168.2.200,True,2026-07-31 10:57:37.651726,session_5777
user_0000,share,dashboard,192.168.2.200,True,2026-08-26 14:20:37.651726,session_3393
user_0001,share,storage,192.168.2.200,True,2026-08-11 10:48:37.651726,session_7937
user_0001,share,dashboard,192.168.1.101,True,2026-08-22 17:21:37.651726,session_2276
user_0001,share,storage,172.16.0.10,True,2026-08-17 16:21:37.651726,session_1364
user_0001,update,team,10.0.0.50,True,2026-08-23 16:50:37.651726,session_9172
user_0001,update,email,192.168.2.200,True,2026-08-15 14:34:37.651726,session_2062
user_0001,share,storage,172.16.0.10,True,2026-08-22 09:38:37.651726,session_4596
user_0001,write,documents,192.168.1.100,True,2026-08-17 17:03:37.651726,session_7371
user_0001,read,documents,192.168.1.101,True,2026-08-12 14:33:37.651726,session_3739
user_0001,update,api/keys,192.168.2.200,True,2026-08-23 10:58:37.651726,session_2460
user_0001,share,team,172.16.0.10,True,2026-08-19 13:05:37.651726,session_4517
user_0001,read,team,10.0.0.50,True,2026-08-27 16:54:37.651726,session_2063
user_0001,share,profile,172.16.0.10,True,2026-08-02 12:23:37.651726,session_9195
user_0001,read,calendar,10.0.0.50,True,2026-08-12 14:53:37.651726,session_5289
user_0001,update,reports,192.168.1.101,True,2026-08-12 16:25:37.651726,session_9915
user_0001,list,dashboard,192.168.1.101,True,2026-07-29 12:48:37.651726,session_2828
user_0001,update,documents,192.168.1.100,True,2026-08-27 12:12:37.651726,session_1009
user_0001,list,profile,192.168.2.200,True,2026-08-02 15:09:37.651726,session_2619
user_0001,read,email,10.0.0.50,True,2026-07-29 13:08:37.651726,session_4490
user_0001,share,profile,192.168.2.200,True,2026-08-27 09:04:37.651726,session_6256
user_0001,read,calendar,172.16.0.10,True,2026-07-30 11:34:37.651726,session_9007
user_0001,share,documents,192.168.2.200,True,2026-08-08 17:36:37.651726,session_3898
user_0001,export,storage,192.168.1.100,True,2026-08-24 12:24:37.651726,session_7943
user_0001,read,email,192.168.1.100,True,2026-08-16 14:32:37.651726,session_5033
user_0001,update,team,10.0.0.50,True,2026-08-11 13:39:37.651726,session_2202
user_0001,export,dashboard,172.16.0.10,True,2026-08-05 12:14:37.651726,session_1922
user_0001,read,reports,10.0.0.50,True,2026-08-01 14:56:37.651726,session_6373
user_0001,write,reports,10.0.0.50,True,2026-08-01 14:01:37.651726,session_7028
user_0001,list,calendar,192.168.2.200,True,2026-08-12 12:44:37.651726,session_3371
user_0001,update,documents,172.16.0.10,True,2026-08-09 10:26:37.651726,session_3116
user_0001,share,calendar,192.168.1.101,True,2026-08-17 16:37:37.651726,session_3443
user_0001,read,dashboard,172.16.0.10,True,2026-08-23 16:17:37.651726,session_8147
user_0001,export,calendar,192.168.1.101,True,2026-08-01 12:04:37.651726,session_7024
user_0001,share,calendar,192.168.1.100,True,2026-08-19 11:28:37.651726,session_2792
user_0001,write,settings,192.168.1.100,True,2026-08-11 13:20:37.651726,session_5021
user_0001,export,email,192.168.2.200,True,2026-08-20 11:39:37.651726,session_4507
user_0001,read,documents,172.16.0.10,True,2026-08-22 13:25:37.651726,session_8973
user_0001,update,profile,10.0.0.50,True,2026-07-30 15:17:37.651726,session_5971
user_0001,read,team,172.16.0.10,True,2026-08-24 11:53:37.651726,session_6975
user_0001,update,api/keys,192.168.1.101,False,2026-07-29 09:28:37.651726,session_6588
user_0001,list,email,192.168.1.100,True,2026-08-14 15:16:37.651726,session_9533
user_0001,read,team,10.0.0.50,True,2026-08-25 16:48:37.651726,session_9914
user_0001,export,calendar,10.0.0.50,True,2026-08-27 09:44:37.651726,session_6490
user_0001,share,dashboard,192.168.1.101,True,2026-08-12 10:01:37.651726,session_5926
user_0001,export,team,10.0.0.50,True,2026-08-01 09:07:37.651726,session_2481
user_0001,read,team,172.16.0.10,True,2026-08-16 10:59:37.651726,session_4462
user_0001,read,team,10.0.0.50,True,2026-08-26 16:00:37.651726,session_9519
user_0001,export,documents,10.0.0.50,True,2026-08-19 17:46:37.651726,session_4054
user_0001,share,calendar,10.0.0.50,True,2026-08-05 10:34:37.651726,session_6619
user_0001,share,team,192.168.1.101,False,2026-08-02 14:20:37.651726,session_9966
user_0001,update,documents,172.16.0.10,True,2026-07-29 15:20:37.651726,session_5177
user_0001,export,settings,10.0.0.50,True,2026-07-30 09:46:37.651726,session_2409
user_0001,list,settings,192.168.2.200,True,2026-07-31 15:54:37.651726,session_2279
user_0001,export,documents,172.16.0.10,True,2026-08-27 17:33:37.651726,session_2387
user_0001,share,calendar,10.0.0.50,True,2026-08-21 09:09:37.651726,session_5223
user_0001,read,email,192.168.1.101,True,2026-08-14 10:50:37.651726,session_8368
user_0001,share,settings,192.168.1.101,True,2026-08-19 14:42:37.651726,session_9996
user_0001,export,storage,172.16.0.10,True,2026-08-08 14:17:37.651726,session_8184
user_0001,write,team,192.168.2.200,False,2026-08-02 17:37:37.651726,session_3074
user_0001,write,email,192.168.2.200,True,2026-08-22 14:26:37.651726,session_3969
user_0001,share,dashboard,10.0.0.50,True,2026-08-18 10:59:37.651726,session_6490
user_0001,update,settings,192.168.1.100,True,2026-08-23 13:10:37.651726,session_2333
user_0001,share,api/keys,192.168.2.200,True,2026-07-30 15:46:37.651726,session_8715
user_0001,update,settings,10.0.0.50,True,2026-08-12 12:18:37.651726,session_8674
user_0001,write,profile,192.168.2.200,True,2026-08-10 10:08:37.651726,session_3343
user_0001,export,calendar,192.168.1.101,True,2026-08-14 09:24:37.651726,session_8970
user_0001,list,documents,192.168.1.101,True,2026-07-31 10:36:37.651726,session_5090
user_0001,read,team,192.168.1.100,True,2026-08-14 09:09:37.651726,session_2341
user_0001,export,dashboard,192.168.2.200,True,2026-08-13 16:18:37.651726,session_9901
user_0001,read,storage,192.168.1.100,True,2026-08-05 17:17:37.651726,session_9238
user_0001,write,reports,192.168.1.101,True,2026-08-07 15:16:37.651726,session_5430
user_0001,update,calendar,192.168.1.101,True,2026-08-18 15:08:37.651726,session_2500
user_0001,update,profile,10.0.0.50,True,2026-08-15 12:38:37.651726,session_6392
user_0001,list,profile,10.0.0.50,True,2026-08-11 16:34:37.651726,session_3983
user_0001,list,team,192.168.1.100,True,2026-08-23 15:22:37.651726,session_1920
user_0001,export,storage,172.16.0.10,True,2026-08-10 10:32:37.651726,session_9502
user_0001,update,team,192.168.2.200,True,2026-07-31 10:29:37.651726,session_4810
user_0001,list,dashboard,192.168.2.200,False,2026-08-24 15:45:37.651726,session_1271
user_0001,share,email,172.16.0.10,True,2026-08-21 17:09:37.651726,session_4760
user_0001,write,settings,192.168.1.101,True,2026-07-31 16:29:37.651726,session_8832
user_0001,share,email,192.168.1.100,True,2026-08-13 09:52:37.651726,session_2828
user_0001,list,api/keys,10.0.0.50,True,2026-08-26 13:42:37.651726,session_8878
user_0001,list,api/keys,192.168.2.200,True,2026-08-17 12:58:37.651726,session_2389
user_0001,write,email,192.168.1.100,True,2026-08-07 10:56:37.651726,session_4845
user_0001,read,email,10.0.0.50,True,2026-08-02 13:53:37.651726,session_8657
user_0001,share,dashboard,10.0.0.50,True,2026-07-31 10:17:37.651726,session_5876
user_0001,list,reports,192.168.1.101,True,2026-08-21 17:08:37.651726,session_8490
user_0001,read,profile,172.16.0.10,False,2026-08-24 17:02:37.651726,session_1954
user_0001,share,calendar,10.0.0.50,True,2026-07-30 16:59:37.651726,session_9228
user_0001,read,profile,192.168.2.200,True,2026-08-25 13:12:37.651726,session_3396
user_0001,write,calendar,10.0.0.50,True,2026-08-16 11:55:37.651726,session_2312
user_0001,list,dashboard,10.0.0.50,True,2026-08-03 16:18:37.651726,session_2704
user_0001,write,settings,10.0.0.50,True,2026-08-10 17:52:37.651726,session_7150
user_0001,write,storage,10.0.0.50,True,2026-08-02 17:50:37.651726,session_4998
user_0001,share,team,192.168.1.101,True,2026-08-15 12:01:37.651726,session_2136
user_0001,write,calendar,192.168.2.200,True,2026-08-06 09:39:37.651726,session_6445
user_0001,read,profile,172.16.0.10,True,2026-08-16 15:09:37.651726,session_6084
user_0001,list,profile,172.16.0.10,True,2026-08-19 12:19:37.651726,session_2040
user_0001,write,api/keys,192.168.1.100,True,2026-08-09 14:16:37.651726,session_7353
user_0001,update,settings,192.168.2.200,True,2026-08-15 12:58:37.651726,session_9220
user_0001,update,storage,192.168.1.101,True,2026-08-08 09:05:37.651726,session_4356
user_0002,export,email,192.168.2.200,True,2026-08-01 09:34:37.651726,session_8027
user_0002,update,documents,192.168.1.100,True,2026-07-30 12:21:37.651726,session_1988
user_0002,list,api/keys,10.0.0.50,True,2026-08-18 13:58:37.651726,session_6626
user_0002,write,documents,192.168.1.100,True,2026-07-29 14:14:37.651726,session_6390
user_0002,share,email,192.168.1.100,True,2026-08-09 16:59:37.651726,session_9711
user_0002,update,reports,172.16.0.10,True,2026-08-12 10:51:37.651726,session_8725
user_0002,share,team,192.168.1.100,True,2026-08-12 17:29:37.651726,session_2875
user_0002,read,api/keys,192.168.2.200,True,2026-08-01 17:37:37.651726,session_6463
user_0002,export,profile,192.168.1.101,True,2026-08-05 09:07:37.651726,session_9357
user_0002,list,api/keys,192.168.1.100,False,2026-08-08 17:32:37.651726,session_1213
user_0002,read,email,172.16.0.10,True,2026-08-16 16:40:37.651726,session_9905
user_0002,read,profile,192.168.1.100,True,2026-08-05 10:59:37.651726,session_2949
user_0002,share,team,192.168.1.101,True,2026-07-29 12:25:37.651726,session_1089
user_0002,write,storage,172.16.0.10,True,2026-08-11 10:14:37.651726,session_7090
user_0002,share,email,192.168.1.100,True,2026-08-26 11:58:37.651726,session_1552
user_0002,write,settings,10.0.0.50,True,2026-08-15 16:07:37.651726,session_1458
user_0002,write,api/keys,192.168.1.101,True,2026-08-17 12:05:37.651726,session_8294
user_0002,list,team,172.16.0.10,True,2026-08-06 10:53:37.651726,session_2266
user_0002,share,settings,192.168.2.200,True,2026-08-23 11:54:37.651726,session_3356
user_0002,write,api/keys,192.168.1.101,True,2026-08-20 11:43:37.651726,session_5644
user_0002,update,storage,10.0.0.50,True,2026-08-21 17:58:37.651726,session_7236
user_0002,list,dashboard,192.168.2.200,True,2026-08-19 09:06:37.651726,session_1956
user_0002,list,settings,172.16.0.10,False,2026-08-21 12:36:37.651726,session_2712
user_0002,write,reports,192.168.1.101,True,2026-08-16 17:35:37.651726,session_2394
user_0002,update,profile,192.168.2.200,True,2026-08-23 14:11:37.651726,session_4591
user_0002,list,profile,192.168.2.200,True,2026-08-01 15:41:37.651726,session_5648
user_0002,export,calendar,192.168.1.100,True,2026-08-27 14:59:37.651726,session_4814
user_0002,read,email,172.16.0.10,True,2026-08-03 09:58:37.651726,session_5356
user_0002,list,team,10.0.0.50,True,2026-07-29 16:11:37.651726,session_1629
user_0002,export,settings,10.0.0.50,True,2026-08-11 17:00:37.651726,session_1575
user_0002,read,reports,192.168.2.200,True,2026-08-19 12:27:37.651726,session_4568
user_0002,share,settings,192.168.1.101,True,2026-08-21 16:27:37.651726,session_1968
user_0002,export,dashboard,10.0.0.50,True,2026-08-02 12:25:37.651726,session_6178
user_0002,update,storage,172.16.0.10,True,2026-08-02 09:48:37.651726,session_2239
user_0002,write,email,10.0.0.50,True,2026-08-24 10:24:37.651726,session_8595
user_0002,share,settings,192.168.1.101,True,2026-08-03 12:22:37.651726,session_5470
user_0002,read,team,192.168.2.200,True,2026-08-05 10:20:37.651726,session_5612
user_0002,write,dashboard,192.168.1.101,True,2026-08-12 14:46:37.651726,session_7257
user_0002,read,calendar,192.168.1.100,True,2026-08-15 09:25:37.651726,session_4072
user_0002,export,email,192.168.1.101,True,2026-08-16 13:47:37.651726,session_5033
user_0002,read,email,192.168.1.100,True,2026-08-15 14:08:37.651726,session_4828
user_0002,list,profile,192.168.2.200,True,2026-08-10 17:10:37.651726,session_2667
user_0002,write,profile,192.168.2.200,True,2026-08-03 11:05:37.651726,session_2388
user_0002,share,api/keys,192.168.1.100,True,2026-08-08 09:23:37.651726,session_8232
user_0002,export,documents,172.16.0.10,True,2026-08-09 15:14:37.651726,session_2440
user_0002,list,api/keys,192.168.1.101,True,2026-08-14 09:34:37.651726,session_8117
user_0002,read,documents,192.168.2.200,True,2026-08-07 10:45:37.651726,session_3863
user_0002,export,storage,192.168.1.100,True,2026-07-30 14:27:37.651726,session_5399
user_0002,update,team,192.168.1.101,True,2026-08-02 12:14:37.651726,session_7570
user_0002,update,team,192.168.2.200,True,2026-08-10 13:22:37.651726,session_7936
user_0002,list,reports,192.168.2.200,True,2026-08-01 11:14:37.651726,session_7012
user_0002,share,documents,192.168.1.101,True,2026-08-01 13:51:37.651726,session_7787
user_0002,update,team,172.16.0.10,True,2026-08-23 17:29:37.651726,session_8052
user_0002,write,storage,172.16.0.10,True,2026-08-04 16:48:37.651726,session_2798
user_0002,export,storage,10.0.0.50,False,2026-08-19 09:43:37.651726,session_8285
user_0002,read,storage,192.168.1.100,True,2026-08-18 14:27:37.651726,session_6752
user_0002,read,storage,10.0.0.50,True,2026-08-26 16:23:37.651726,session_7807
user_0002,write,email,192.168.1.101,True,2026-08-16 12:59:37.651726,session_4040
user_0002,read,documents,172.16.0.10,True,2026-08-20 10:04:37.651726,session_1630
user_0002,export,documents,172.16.0.10,True,2026-08-18 09:21:37.651726,session_9841
user_0002,write,documents,192.168.2.200,True,2026-08-06 17:24:37.651726,session_7780
user_0002,update,team,172.16.0.10,True,2026-08-04 17:48:37.651726,session_6699
user_0002,export,settings,192.168.2.200,True,2026-08-23 14:41:37.651726,session_1072
user_0002,share,email,172.16.0.10,True,2026-08-05 09:58:37.651726,session_4713
user_0002,update,reports,192.168.1.101,True,2026-08-25 13:43:37.651726,session_8979
user_0002,share,profile,172.16.0.10,True,2026-08-26 11:21:37.651726,session_4874
user_0002,list,calendar,172.16.0.10,True,2026-07-30 15:29:37.651726,session_4374
user_0002,write,email,172.16.0.10,True,2026-08-22 15:15:37.651726,session_4719
user_0002,share,team,172.16.0.10,True,2026-08-17 11:15:37.651726,session_7099
user_0002,read,email,192.168.2.200,True,2026-08-05 16:43:37.651726,session_7549
user_0002,read,reports,172.16.0.10,True,2026-08-15 16:38:37.651726,session_3785
user_0002,write,profile,192.168.1.100,True,2026-08-26 12:32:37.651726,session_3496
user_0002,share,team,192.168.1.101,True,2026-08-08 11:51:37.651726,session_5406
user_0002,update,api/keys,172.16.0.10,True,2026-08-03 11:21:37.651726,session_5107
user_0002,share,profile,192.168.2.200,True,2026-08-12 09:41:37.651726,session_8629
user_0002,list,email,192.168.2.200,False,2026-08-03 11:15:37.651726,session_8002
user_0002,share,settings,192.168.1.101,True,2026-07-30 11:17:37.651726,session_6656
user_0002,read,settings,192.168.1.100,True,2026-07-30 17:53:37.651726,session_5917
user_0002,update,email,192.168.1.100,True,2026-08-11 12:02:37.651726,session_3529
user_0002,list,email,172.16.0.10,True,2026-08-05 13:33:37.651726,session_8179
user_0002,export,api/keys,192.168.2.200,False,2026-08-25 12:17:37.651726,session_6179
user_0002,update,reports,10.0.0.50,True,2026-08-20 11:30:37.651726,session_7488
user_0002,read,team,10.0.0.50,True,2026-07-30 10:30:37.651726,session_6448
user_0002,list,dashboard,172.16.0.10,True,2026-08-25 11:06:37.651726,session_6671
user_0002,list,settings,192.168.2.200,True,2026-08-14 13:38:37.651726,session_5517
user_0002,list,documents,10.0.0.50,True,2026-08-04 10:36:37.651726,session_2549
user_0002,export,team,192.168.1.101,True,2026-08-04 13:21:37.651726,session_7548
user_0002,export,storage,192.168.1.101,True,2026-08-19 14:14:37.651726,session_7356
user_0002,export,reports,192.168.1.101,True,2026-08-23 10:44:37.651726,session_1671
user_0002,read,reports,172.16.0.10,True,2026-08-01 09:34:37.651726,session_8961
user_0002,list,profile,10.0.0.50,True,2026-08-27 12:33:37.651726,session_4493
user_0002,export,dashboard,192.168.1.100,True,2026-08-07 13:41:37.651726,session_4191
user_0002,write,dashboard,192.168.1.101,True,2026-08-06 17:00:37.651726,session_9123
user_0002,update,team,192.168.1.101,True,2026-08-05 13:27:37.651726,session_7869
user_0002,read,team,192.168.2.200,True,2026-08-05 09:14:37.651726,session_8083
user_0002,export,calendar,192.168.1.100,True,2026-07-29 15:36:37.651726,session_4456
user_0002,update,calendar,192.168.1.100,True,2026-08-10 11:23:37.651726,session_7420
user_0002,list,documents,10.0.0.50,True,2026-08-05 12:10:37.651726,session_9964
user_0002,write,api/keys,172.16.0.10,True,2026-08-27 14:31:37.651726,session_4839
user_0002,write,profile,10.0.0.50,True,2026-08-05 17:08:37.651726,session_7979
user_0003,read,storage,192.168.1.101,True,2026-08-11 17:40:37.651726,session_4747
user_0003,share,reports,172.16.0.10,True,2026-08-09 16:01:37.651726,session_1521
user_0003,write,team,192.168.1.100,True,2026-08-12 09:39:37.651726,session_6946
user_0003,share,settings,172.16.0.10,True,2026-08-11 17:49:37.651726,session_1685
user_0003,update,storage,192.168.1.100,True,2026-08-14 16:20:37.651726,session_8697
user_0003,share,calendar,172.16.0.10,True,2026-08-18 13:07:37.651726,session_9789
user_0003,list,profile,192.168.1.101,True,2026-08-19 17:21:37.651726,session_5558
user_0003,update,team,172.16.0.10,True,2026-08-17 10:30:37.651726,session_4754
user_0003,update,api/keys,10.0.0.50,True,2026-08-02 09:55:37.651726,session_6926
user_0003,write,storage,192.168.1.100,True,2026-08-09 17:36:37.651726,session_1514
user_0003,update,storage,192.168.1.101,True,2026-07-29 12:39:37.651726,session_4081
user_0003,update,profile,192.168.1.100,True,2026-08-18 15:26:37.651726,session_3547
user_0003,write,storage,172.16.0.10,True,2026-08-01 14:41:37.651726,session_2037
user_0003,read,settings,10.0.0.50,True,2026-08-22 10:52:37.651726,session_8902
user_0003,update,reports,192.168.1.101,True,2026-08-20 14:55:37.651726,session_6251
user_0003,update,storage,192.168.2.200,True,2026-08-17 16:53:37.651726,session_3023
user_0003,share,settings,172.16.0.10,True,2026-08-04 13:09:37.651726,session_3563
user_0003,export,storage,172.16.0.10,True,2026-08-26 11:23:37.651726,session_1161
user_0003,list,documents,192.168.1.100,True,2026-08-27 10:18:37.651726,session_7354
user_0003,list,storage,192.168.2.200,True,2026-08-19 16:44:37.651726,session_9623
user_0003,read,team,192.168.1.100,True,2026-08-10 12:29:37.651726,session_2651
user_0003,share,dashboard,192.168.1.100,True,2026-08-14 17:59:37.651726,session_1659
user_0003,share,team,192.168.1.100,True,2026-08-13 14:46:37.651726,session_6624
user_0003,export,dashboard,192.168.2.200,True,2026-08-17 10:02:37.651726,session_9186
user_0003,update,storage,10.0.0.50,True,2026-08-10 11:52:37.651726,session_8999
user_0003,export,storage,192.168.2.200,True,2026-08-02 12:48:37.651726,session_4331
user_0003,write,documents,192.168.1.100,True,2026-08-27 15:38:37.651726,session_1685
user_0003,list,calendar,192.168.1.100,True,2026-08-25 17:30:37.651726,session_2431
user_0003,update,team,172.16.0.10,True,2026-08-09 14:27:37.651726,session_1905
user_0003,write,email,192.168.2.200,True,2026-08-13 14:30:37.651726,session_6347
user_0003,write,email,192.168.2.200,True,2026-08-21 12:17:37.651726,session_5000
user_0003,write,calendar,10.0.0.50,True,2026-08-24 15:05:37.651726,session_7342
user_0003,read,reports,192.168.1.101,True,2026-08-18 16:13:37.651726,session_4670
user_0003,read,documents,10.0.0.50,True,2026-08-23 13:23:37.651726,session_7588
user_0003,export,settings,192.168.1.101,True,2026-08-06 09:49:37.651726,session_1597
user_0003,export,profile,172.16.0.10,True,2026-08-20 09:16:37.651726,session_7566
user_0003,write,api/keys,192.168.1.101,True,2026-08-19 09:16:37.651726,session_2537
user_0003,write,profile,10.0.0.50,True,2026-08-19 17:01:37.651726,session_9535
