user_id,action,resource,ip_address,success,timestamp,session_id,is_anomaly,anomaly_type
user_0000,list,dashboard,10.0.0.50,True,2026-08-15 14:03:37.651726,session_3500,,
user_0000,delete,test-db,172.16.0.10,True,2026-08-27 09:43:37.651726,session_5160,True,unusual_resource
user_0000,list,reports,192.168.1.100,True,2026-08-06 14:42:37.651726,session_8215,,
user_0000,list,profile,192.168.1.100,True,2026-08-16 16:43:37.651726,session_5706,,
user_0000,read,calendar,172.16.0.10,True,2026-08-08 11:29:37.651726,session_3577,,
user_0000,authenticate,auth,10.0.0.50,False,2026-08-20 10:36:37.651726,session_6214,True,failed_attempts
user_0000,export,storage,192.168.1.100,True,2026-08-03 11:50:37.651726,session_8690,,
user_0000,share,email,192.168.1.101,True,2026-08-02 17:09:37.651726,session_2531,,
user_0000,export,team,192.168.2.200,True,2026-08-15 09:40:37.651726,session_4706,,
user_0000,export,profile,192.168.1.101,True,2026-08-27 10:05:37.651726,session_7673,,
user_0000,list,storage,192.168.1.101,True,2026-07-29 11:47:37.651726,session_2984,,
user_0000,read,email,192.168.1.101,True,2026-07-29 15:08:37.651726,session_5134,,
user_0000,export,profile,10.0.0.50,True,2026-07-29 17:28:37.651726,session_5162,,
user_0000,read,api/keys,192.168.2.200,True,2026-08-08 14:22:37.651726,session_7134,,
user_0000,write,dashboard,172.16.0.10,True,2026-08-26 12:48:37.651726,session_2213,,
user_0000,export,team,192.168.1.101,True,2026-08-27 14:25:37.651726,session_6639,,
user_0000,read,storage,192.168.1.101,True,2026-08-13 17:14:37.651726,session_9918,,
user_0000,write,dashboard,192.168.2.200,True,2026-08-13 11:44:37.651726,session_4904,,
user_0000,share,reports,192.168.1.101,True,2026-08-07 14:49:37.651726,session_8755,,
user_0000,list,dashboard,192.168.2.200,True,2026-08-14 17:47:37.651726,session_4472,,
user_0000,read,calendar,192.168.1.100,True,2026-08-05 17:03:37.651726,session_5719,,
user_0000,list,api/keys,10.0.0.50,True,2026-08-03 13:57:37.651726,session_8938,,
user_0000,write,api/keys,192.168.2.200,False,2026-08-27 11:50:37.651726,session_5260,,
user_0000,update,profile,192.168.1.100,True,2026-08-06 09:32:37.651726,session_7868,,
user_0000,update,profile,192.168.1.101,True,2026-08-27 14:28:37.651726,session_3963,,
user_0000,read,debug,10.0.0.50,True,2026-08-05 09:27:37.651726,session_4053,True,unusual_resource
user_0000,list,storage,192.168.2.200,False,2026-08-06 16:32:37.651726,session_1932,,
user_0000,list,calendar,10.0.0.50,True,2026-08-10 16:22:37.651726,session_4019,,
user_0000,read,settings,192.168.1.101,True,2026-08-12 15:30:37.651726,session_2567,,
user_0000,write,settings,192.168.1.101,True,2026-07-31 17:53:37.651726,session_3889,,
user_0000,list,calendar,192.168.2.200,True,2026-08-12 17:33:37.651726,session_4480,,
user_0001,list,storage,192.168.1.100,True,2026-08-19 10:17:37.651726,session_7099,,
user_0001,share,calendar,192.168.1.101,False,2026-08-26 09:57:37.651726,session_7959,,
user_0001,update,storage,192.168.1.100,True,2026-08-19 14:14:37.651726,session_1165,,
user_0001,list,dashboard,10.0.0.50,True,2026-08-24 17:01:37.651726,session_2629,,
user_0001,share,documents,10.0.0.50,True,2026-08-23 09:30:37.651726,session_3747,,
user_0001,update,team,172.16.0.10,True,2026-08-23 15:36:37.651726,session_9887,,
user_0001,update,profile,192.168.2.200,True,2026-08-24 09:13:37.651726,session_4738,,
user_0001,export,documents,192.168.1.101,True,2026-08-02 09:34:37.651726,session_8162,,
user_0001,update,reports,172.16.0.10,True,2026-08-02 09:59:37.651726,session_9137,,
user_0001,list,dashboard,10.0.0.50,True,2026-08-08 13:13:37.651726,session_2834,,
user_0001,update,calendar,172.16.0.10,True,2026-08-20 17:06:37.651726,session_7815,,
user_0001,list,email,192.168.1.101,True,2026-08-14 16:43:37.651726,session_8233,,
user_0001,list,documents,172.16.0.10,True,2026-08-14 17:23:37.651726,session_5903,,
user_0001,write,api/keys,192.168.1.101,True,2026-08-09 10:08:37.651726,session_3421,,
user_0001,write,email,172.16.0.10,False,2026-08-08 11:27:37.651726,session_7678,,
user_0001,export,reports,10.0.0.50,True,2026-07-31 16:34:37.651726,session_4610,,
user_0001,share,storage,10.123.242.11,True,2026-08-10 17:37:37.651726,session_5938,True,new_ip
user_0001,share,storage,192.168.2.200,True,2026-08-02 05:23:37.651726,session_4998,True,off_hours
user_0001,authenticate,api/keys,172.16.0.10,False,2026-08-16 12:38:37.651726,session_6175,True,failed_attempts
user_0001,authenticate,api/keys,10.0.0.50,False,2026-08-13 12:50:37.651726,session_6098,True,failed_attempts
user_0001,share,email,192.168.2.200,True,2026-08-23 13:19:37.651726,session_4316,,
user_0001,list,dashboard,192.168.1.100,True,2026-08-10 09:34:37.651726,session_6488,,
user_0001,write,storage,192.168.1.101,True,2026-08-26 16:04:37.651726,session_9466,,
user_0001,read,profile,192.168.1.100,True,2026-08-12 13:52:37.651726,session_1076,,
user_0001,write,calendar,192.168.2.200,True,2026-08-11 09:51:37.651726,session_9248,,
user_0001,update,storage,10.0.0.50,True,2026-08-01 10:28:37.651726,session_4656,,
user_0001,list,team,192.168.1.101,True,2026-08-13 14:38:37.651726,session_4084,,
user_0001,delete,config,192.168.2.200,True,2026-08-15 14:45:37.651726,session_3484,True,unusual_resource
user_0001,read,email,10.0.0.50,True,2026-08-01 17:12:37.651726,session_6884,,
user_0001,list,settings,172.16.0.10,True,2026-08-06 14:19:37.651726,session_3361,,
user_0001,write,dashboard,10.0.0.50,True,2026-08-25 14:41:37.651726,session_2208,,
user_0001,write,calendar,192.168.2.200,False,2026-08-13 17:29:37.651726,session_6718,,
user_0001,update,calendar,192.168.1.101,True,2026-08-13 09:07:37.651726,session_2233,,
user_0001,write,profile,10.0.0.50,True,2026-08-01 13:27:37.651726,session_1866,,
user_0001,read,documents,192.168.2.200,True,2026-07-31 13:02:37.651726,session_8085,,
user_0001,update,dashboard,172.16.0.10,True,2026-08-15 16:48:18.651726,session_1474,True,high_frequency
user_0001,write,reports,192.168.2.200,True,2026-08-14 15:16:37.651726,session_6895,,
user_0001,share,reports,192.168.1.101,True,2026-08-12 14:14:37.651726,session_4073,,
user_0001,read,storage,192.168.1.100,True,2026-07-29 11:59:37.651726,session_3135,,
user_0001,read,dashboard,192.168.1.101,True,2026-08-06 13:25:37.651726,session_7941,,
user_0001,write,admin,192.168.1.100,True,2026-08-25 15:59:37.651726,session_1161,True,unusual_resource
user_0001,share,team,10.0.0.50,True,2026-08-01 14:52:37.651726,session_9574,,
user_0001,list,calendar,192.168.1.101,True,2026-08-20 10:06:37.651726,session_1895,,
user_0001,update,profile,10.0.0.50,True,2026-08-03 15:04:37.651726,session_8780,,
user_0001,read,documents,172.16.0.10,False,2026-08-05 13:41:37.651726,session_2983,,
user_0001,read,documents,192.168.1.100,True,2026-08-05 12:24:37.651726,session_8647,,
user_0001,write,documents,192.168.1.100,True,2026-08-04 15:49:37.651726,session_2704,,
user_0001,read,reports,192.168.2.200,True,2026-07-31 10:50:37.651726,session_7165,,
user_0001,list,email,192.168.2.200,True,2026-08-19 14:07:37.651726,session_5075,,
user_0001,write,documents,172.16.0.10,True,2026-08-02 14:04:37.651726,session_4077,,
user_0001,share,dashboard,192.168.1.100,True,2026-08-02 09:03:37.651726,session_2998,,
user_0001,read,documents,192.168.1.100,True,2026-07-29 09:24:37.651726,session_2066,,
user_0001,write,profile,192.168.2.200,True,2026-08-20 12:44:37.651726,session_7143,,
user_0001,list,calendar,172.16.0.10,True,2026-08-11 15:11:37.651726,session_3586,,
user_0001,list,calendar,192.168.1.101,True,2026-08-22 13:13:37.651726,session_7036,,
user_0001,export,reports,192.168.2.200,True,2026-08-02 15:39:37.651726,session_6790,,
user_0001,write,documents,192.168.2.200,True,2026-08-23 11:26:37.651726,session_1365,,
user_0001,update,settings,192.168.2.200,False,2026-08-26 14:40:37.651726,session_4904,,
user_0001,authenticate,api/keys,172.16.0.10,False,2026-08-02 14:34:37.651726,session_9325,True,failed_attempts
user_0001,export,storage,192.168.1.100,True,2026-08-11 15:38:37.651726,session_5145,,
user_0001,share,documents,172.16.0.10,True,2026-08-20 10:47:37.651726,session_6874,,
user_0001,read,settings,192.168.1.100,True,2026-08-04 13:09:37.651726,session_9071,,
user_0001,export,calendar,10.0.0.50,True,2026-08-27 15:53:37.651726,session_1566,,
user_0001,write,dashboard,192.168.1.101,True,2026-08-09 11:15:37.651726,session_3072,,
user_0001,share,profile,10.0.0.50,True,2026-08-13 10:41:37.651726,session_1219,,
user_0001,list,team,172.16.0.10,True,2026-08-01 10:42:37.651726,session_8885,,
user_0001,read,settings,10.0.0.50,True,2026-08-18 13:50:37.651726,session_4184,,
user_0001,list,api/keys,10.0.0.50,True,2026-08-22 10:12:37.651726,session_1125,,
user_0001,read,documents,172.16.0.10,True,2026-08-09 12:34:37.651726,session_3698,,
user_0001,list,settings,192.168.2.200,True,2026-08-25 11:24:37.651726,session_8218,,
user_0001,share,settings,172.16.0.10,True,2026-08-08 16:49:37.651726,session_9228,,
user_0001,write,documents,192.168.1.101,True,2026-08-01 14:51:37.651726,session_1006,,
user_0001,export,profile,192.168.1.101,True,2026-08-01 16:22:49.651726,session_2676,True,high_frequency
user_0001,write,profile,192.168.1.101,True,2026-08-19 12:00:37.651726,session_2686,,
user_0001,write,email,172.16.0.10,True,2026-08-24 17:28:37.651726,session_1776,,
user_0001,read,team,10.95.161.162,True,2026-08-22 17:34:37.651726,session_2078,True,new_ip
user_0001,read,documents,172.16.0.10,False,2026-07-29 10:13:37.651726,session_6315,,
user_0001,share,dashboard,192.168.1.101,False,2026-08-10 11:16:37.651726,session_9765,,
user_0001,read,api/keys,10.0.0.50,True,2026-08-06 17:59:37.651726,session_1252,,
user_0001,list,reports,192.168.2.200,True,2026-07-29 13:39:37.651726,session_1956,,
user_0001,update,email,10.0.0.50,True,2026-08-01 09:11:37.651726,session_5432,,
user_0001,update,calendar,192.168.2.200,True,2026-08-16 16:29:37.651726,session_2939,,
user_0001,update,reports,192.168.2.200,True,2026-08-10 17:13:37.651726,session_6082,,
user_0001,share,dashboard,192.168.1.101,True,2026-08-24 11:13:37.651726,session_6447,,
user_0001,share,team,10.44.1.207,True,2026-08-15 12:16:37.651726,session_4329,True,new_ip
user_0001,read,documents,172.16.0.10,True,2026-08-05 17:06:37.651726,session_1257,,
user_0001,export,profile,192.168.1.101,True,2026-08-20 15:21:37.651726,session_9543,,
user_0001,export,email,10.0.0.50,True,2026-08-07 13:50:37.651726,session_2397,,
user_0001,read,calendar,10.0.0.50,True,2026-08-21 15:46:37.651726,session_5120,,
user_0001,write,settings,10.0.0.50,True,2026-08-08 16:40:37.651726,session_2261,,
user_0001,update,team,192.168.1.100,True,2026-08-16 16:41:37.651726,session_5659,,
user_0001,write,calendar,192.168.1.100,True,2026-08-10 11:17:37.651726,session_4056,,
user_0001,write,reports,192.168.1.100,True,2026-08-08 10:02:37.651726,session_1651,,
user_0001,read,documents,192.168.1.101,True,2026-08-07 12:25:37.651726,session_5085,,
user_0001,export,calendar,172.16.0.10,False,2026-08-21 09:24:37.651726,session_4283,,
user_0001,list,api/keys,172.16.0.10,True,2026-07-31 13:22:37.651726,session_2562,,
user_0001,share,email,192.168.1.100,True,2026-08-14 10:53:37.651726,session_9350,,
user_0001,write,calendar,10.0.0.50,True,2026-08-05 10:06:37.651726,session_5707,,
user_0001,share,storage,192.168.1.100,True,2026-08-18 09:53:37.651726,session_9253,,
user_0001,write,email,172.16.0.10,False,2026-08-22 13:31:37.651726,session_1715,,
user_0002,write,reports,172.16.0.10,True,2026-08-19 16:22:37.651726,session_8370,,
user_0002,read,api/keys,10.82.127.248,True,2026-08-13 11:06:37.651726,session_2322,True,new_ip
user_0002,export,email,192.168.1.100,True,2026-07-31 13:58:37.651726,session_4871,,
user_0002,read,email,192.168.2.200,True,2026-07-29 12:05:37.651726,session_1199,,
user_0002,update,reports,172.16.0.10,True,2026-08-22 16:07:37.651726,session_4827,,
user_0002,write,team,10.0.0.50,True,2026-08-03 14:46:37.651726,session_2700,,
user_0002,list,profile,192.168.1.100,True,2026-08-06 15:10:37.651726,session_3241,,
user_0002,export,dashboard,192.168.2.200,True,2026-08-15 15:01:37.651726,session_1547,,
user_0002,share,api/keys,10.0.0.50,True,2026-08-10 09:57:37.651726,session_1300,,
user_0002,read,documents,10.0.0.50,True,2026-08-15 10:21:37.651726,session_9729,,
user_0002,share,reports,10.0.0.50,True,2026-08-18 12:35:37.651726,session_6584,,
user_0002,share,reports,172.16.0.10,True,2026-08-12 15:09:37.651726,session_4006,,
user_0002,write,profile,172.16.0.10,True,2026-08-03 09:21:37.651726,session_8573,,
user_0002,update,team,192.168.1.101,True,2026-07-31 14:57:37.651726,session_4801,,
user_0002,list,profile,172.16.0.10,True,2026-08-09 10:21:37.651726,session_7044,,
user_0002,read,documents,172.16.0.10,True,2026-08-17 12:11:07.651726,session_3108,True,high_frequency
user_0002,export,settings,10.0.0.50,True,2026-08-05 12:31:37.651726,session_4469,,
user_0002,read,dashboard,192.168.1.101,True,2026-07-29 16:34:37.651726,session_2631,,
user_0002,read,dashboard,10.0.0.50,True,2026-08-02 14:35:37.651726,session_9689,,
user_0002,write,team,172.16.0.10,True,2026-07-31 17:52:37.651726,session_9006,,
user_0002,read,storage,192.168.1.100,True,2026-08-24 16:29:37.651726,session_9837,,
user_0002,update,documents,192.168.1.101,True,2026-08-26 11:34:38.651726,session_8355,True,high_frequency
user_0002,list,reports,10.0.0.50,True,2026-08-16 17:59:37.651726,session_3273,,
user_0002,share,settings,192.168.1.101,True,2026-08-17 09:55:37.651726,session_2272,,
user_0002,read,calendar,192.168.1.100,True,2026-08-22 13:26:37.651726,session_3828,,
user_0002,share,dashboard,192.168.1.101,True,2026-08-11 13:09:37.651726,session_7561,,
user_0002,write,dashboard,192.168.1.100,True,2026-08-19 12:19:37.651726,session_2402,,
user_0002,list,reports,10.171.202.138,True,2026-08-14 15:55:37.651726,session_5878,True,new_ip
user_0002,list,api/keys,10.0.0.50,True,2026-08-16 15:21:37.651726,session_8178,,
user_0002,write,profile,192.168.1.101,True,2026-08-05 14:46:37.651726,session_5720,,
user_0002,share,dashboard,192.168.1.100,True,2026-08-24 17:26:37.651726,session_5576,,
user_0002,update,team,192.168.1.100,True,2026-08-20 10:45:37.651726,session_9269,,
user_0002,share,profile,192.168.1.101,True,2026-07-31 13:42:37.651726,session_3945,,
user_0002,list,storage,172.16.0.10,True,2026-08-12 13:00:37.651726,session_7617,,
user_0002,export,team,172.16.0.10,True,2026-08-26 10:18:37.651726,session_6730,,
user_0002,share,storage,10.58.203.97,True,2026-08-09 09:03:37.651726,session_1074,True,new_ip
user_0002,share,dashboard,172.16.0.10,True,2026-08-19 17:35:37.651726,session_6479,,
user_0002,update,documents,192.168.1.100,True,2026-08-17 12:00:37.651726,session_4778,,
user_0002,list,documents,192.168.1.101,True,2026-08-13 17:49:37.651726,session_2346,,
user_0002,read,settings,10.0.0.50,True,2026-08-10 09:08:37.651726,session_7042,,
user_0002,export,calendar,10.0.0.50,True,2026-08-20 11:06:37.651726,session_4066,,
user_0002,share,dashboard,10.0.0.50,True,2026-08-03 09:43:37.651726,session_6801,,
user_0002,list,calendar,192.168.2.200,True,2026-08-16 09:28:37.651726,session_6503,,
user_0002,read,profile,192.168.1.100,True,2026-07-29 17:38:37.651726,session_6812,,
user_0002,read,profile,10.0.0.50,True,2026-07-29 15:34:37.651726,session_8403,,
user_0002,export,dashboard,192.168.1.100,True,2026-08-25 12:08:37.651726,session_9641,,
user_0002,list,documents,192.168.2.200,True,2026-08-14 17:17:37.651726,session_8169,,
user_0002,list,dashboard,192.168.2.200,True,2026-08-07 11:00:37.651726,session_9056,,
user_0002,write,team,10.0.0.50,True,2026-08-20 11:29:37.651726,session_1217,,
user_0002,read,api/keys,172.16.0.10,True,2026-08-27 11:51:37.651726,session_9715,,
user_0002,write,email,10.0.0.50,True,2026-08-27 14:44:37.651726,session_1045,,
user_0002,read,settings,172.16.0.10,True,2026-08-15 09:28:37.651726,session_1701,,
user_0002,list,reports,192.168.2.200,True,2026-08-12 15:34:37.651726,session_1226,,
user_0002,export,reports,192.168.2.200,True,2026-08-19 11:04:37.651726,session_8406,,
user_0002,write,email,172.16.0.10,True,2026-08-11 09:38:37.651726,session_5567,,
user_0002,read,reports,172.16.0.10,True,2026-08-25 09:54:37.651726,session_8237,,
user_0002,write,email,172.16.0.10,True,2026-08-06 12:35:37.651726,session_9938,,
user_0002,read,test-db,10.0.0.50,True,2026-08-09 12:29:37.651726,session_6753,True,unusual_resource
user_0002,read,team,10.0.0.50,True,2026-08-19 14:00:37.651726,session_3503,,
user_0002,list,calendar,192.168.1.101,True,2026-08-07 11:25:37.651726,session_5442,,
user_0002,export,dashboard,192.168.1.100,False,2026-08-24 17:53:37.651726,session_4031,,
user_0002,read,storage,192.168.2.200,True,2026-08-17 14:45:37.651726,session_6507,,
user_0002,update,documents,192.168.1.101,True,2026-08-10 11:57:37.651726,session_7178,,
user_0002,read,profile,172.16.0.10,True,2026-07-31 14:03:37.651726,session_2154,,
user_0002,read,api/keys,172.16.0.10,True,2026-08-11 12:21:37.651726,session_2906,,
user_0002,read,profile,172.16.0.10,True,2026-08-09 14:46:37.651726,session_7162,,
user_0002,export,storage,192.168.1.100,True,2026-08-07 16:29:37.651726,session_5148,,
user_0002,read,reports,192.168.2.200,True,2026-08-02 17:36:37.651726,session_1401,,
user_0002,list,profile,172.16.0.10,True,2026-08-22 11:26:37.651726,session_8759,,
user_0002,export,team,172.16.0.10,True,2026-08-07 16:44:37.651726,session_3585,,
user_0002,list,team,192.168.2.200,True,2026-08-09 15:46:37.651726,session_9813,,
user_0002,list,profile,172.16.0.10,True,2026-08-19 12:01:37.651726,session_8595,,
user_0002,share,documents,10.0.0.50,True,2026-08-14 12:17:37.651726,session_4432,,
user_0002,export,api/keys,172.16.0.10,True,2026-08-01 11:53:37.651726,session_6517,,
user_0002,read,debug,192.168.1.101,True,2026-07-30 16:27:37.651726,session_2244,True,unusual_resource
user_0002,share,documents,192.168.1.101,True,2026-08-27 17:41:37.651726,session_8017,,
user_0002,export,api/keys,10.0.0.50,True,2026-08-09 15:17:37.651726,session_5941,,
user_0002,write,reports,10.0.0.50,True,2026-08-07 11:39:37.651726,session_4865,,
user_0002,export,storage,10.0.0.50,True,2026-08-26 10:37:37.651726,session_8086,,
user_0002,read,profile,192.168.1.100,True,2026-08-05 14:20:37.651726,session_3827,,
user_0002,read,storage,192.168.1.100,True,2026-08-09 15:37:37.651726,session_5966,,
user_0002,share,documents,172.16.0.10,True,2026-07-30 16:45:37.651726,session_7471,,
user_0002,update,reports,172.16.0.10,True,2026-08-03 10:55:37.651726,session_6242,,
user_0002,export,api/keys,192.168.2.200,True,2026-08-03 11:25:37.651726,session_1884,,
user_0002,read,storage,192.168.1.101,True,2026-08-27 09:55:37.651726,session_2298,,
user_0002,list,dashboard,192.168.1.100,True,2026-08-13 13:24:37.651726,session_1435,,
user_0002,share,reports,192.168.1.100,True,2026-08-11 16:24:37.651726,session_6734,,
user_0002,update,storage,192.168.1.101,True,2026-08-25 05:58:37.651726,session_5249,True,off_hours
user_0002,list,profile,10.0.0.50,True,2026-08-19 15:12:37.651726,session_8534,,
user_0002,update,email,10.0.0.50,True,2026-08-26 15:13:37.651726,session_2624,,
user_0002,update,settings,172.16.0.10,True,2026-08-12 14:51:37.651726,session_2076,,
user_0002,read,storage,172.16.0.10,True,2026-08-24 17:01:37.651726,session_5798,,
user_0002,list,settings,192.168.1.100,True,2026-08-25 11:37:37.651726,session_9164,,
user_0002,write,api/keys,192.168.2.200,True,2026-08-01 16:51:37.651726,session_7203,,
user_0002,update,calendar,10.0.0.50,True,2026-08-01 17:04:37.651726,session_4466,,
user_0002,list,api/keys,10.0.0.50,True,2026-08-02 14:12:37.651726,session_1485,,
user_0002,share,settings,192.168.1.100,False,2026-08-21 11:20:37.651726,session_6914,,
user_0002,export,api/keys,192.168.1.101,True,2026-08-27 11:27:37.651726,session_7181,,
user_0002,export,team,192.168.1.100,True,2026-08-18 09:23:37.651726,session_2694,,
user_0002,write,documents,192.168.1.100,True,2026-08-05 09:01:37.651726,session_2150,,
user_0003,share,dashboard,192.168.2.200,True,2026-08-17 16:27:37.651726,session_6389,,
user_0003,read,api/keys,192.168.2.200,True,2026-08-21 15:13:37.651726,session_8396,,
user_0003,write,reports,172.16.0.10,True,2026-08-19 09:46:37.651726,session_9668,,
user_0003,share,email,172.16.0.10,True,2026-08-16 17:10:37.651726,session_2723,,
user_0003,share,dashboard,192.168.1.101,True,2026-08-24 16:43:37.651726,session_9462,,
user_0003,update,team,10.93.111.239,True,2026-08-15 16:22:37.651726,session_1538,True,new_ip
user_0003,update,email,192.168.1.100,True,2026-07-30 13:10:37.651726,session_2819,,
user_0003,read,dashboard,192.168.2.200,True,2026-08-19 02:47:37.651726,session_1340,True,off_hours
user_0003,update,email,172.16.0.10,True,2026-07-29 09:26:37.651726,session_8296,,
user_0003,list,calendar,10.0.0.50,True,2026-08-08 13:51:37.651726,session_5069,,
user_0003,update,storage,192.168.1.101,True,2026-08-01 12:01:37.651726,session_2293,,
user_0003,read,reports,10.0.0.50,True,2026-07-30 10:26:37.651726,session_6611,,
user_0003,authenticate,api/keys,192.168.1.101,False,2026-08-15 14:37:37.651726,session_7229,True,failed_attempts
user_0003,export,settings,192.168.2.200,True,2026-08-02 12:12:37.651726,session_6697,,
user_0003,update,profile,172.16.0.10,True,2026-08-09 10:07:37.651726,session_5334,,
